x,y,channel
761.6312056737588,536.1205673758865,black
809.4084507042254,578.8521126760563,black
732.5454545454545,603.1398601398602,black
775.9647887323944,628.8380281690141,black
899.4109589041096,642.5,black
754.4084507042254,663.3169014084507,black
820.0,691.8723404255319,black
1060.9647887323943,703.1619718309859,black
1005.0,705.5,black
894.8732394366198,715.5,black
1178.5890410958905,753.5,black
886.063829787234,763.1985815602837,black
784.6312056737588,773.8794326241135,black
1042.9148936170213,773.9148936170212,black
736.2014388489208,777.2302158273382,black
965.9148936170212,792.0851063829788,black
1148.86013986014,796.9230769230769,black
832.8723404255319,798.0,black
1222.5915492957747,820.3169014084507,black
1620.0,820.8723404255319,black
862.1398601398602,848.9230769230769,black
712.8732394366198,856.5,black
775.8,862.2785714285715,black
956.75,866.1571428571428,black
1057.872340425532,885.0,black
1325.9148936170213,885.9148936170212,black
1539.1267605633802,891.5,black
1426.119718309859,897.8802816901408,black
1476.872340425532,899.0,black
1145.880281690141,918.1197183098592,black
1039.6879432624114,934.3617021276596,black
698.0,945.1276595744681,black
895.4305555555555,953.1805555555555,black
1403.0387096774193,954.6064516129032,black
956.8723404255319,966.0,black
1321.709219858156,985.9219858156029,black
803.0,989.1276595744681,black
1201.263888888889,995.5625,black
1088.9577464788733,1006.8943661971831,black
707.9577464788732,1010.1056338028169,black
923.5,1030.8732394366198,black
992.1056338028169,1031.0422535211267,black
850.0,1044.127659574468,black
1060.9219858156027,1055.290780141844,black
614.5,1056.4109589041095,black
1299.4551724137932,1066.4,black
1199.099290780142,1084.5390070921985,black
947.1478873239437,1096.5915492957747,black
1103.1489361702127,1098.8439716312057,black
864.0422535211268,1115.894366197183,black
657.5,1116.8732394366198,black
771.5902777777778,1125.5902777777778,black
574.1056338028169,1131.0422535211267,black
1182.6993006993007,1131.055944055944,black
981.5454545454545,1160.6923076923076,black
942.0,1167.1760563380283,black
832.6338028169014,1169.7676056338028,black
1071.872340425532,1171.0,black
1245.0422535211267,1174.105633802817,black
669.9577464788732,1186.105633802817,black
606.3169014084507,1196.4084507042253,black
522.6808510638298,1212.22695035461,black
993.5,1235.8732394366198,black
925.4097222222222,1238.4097222222222,black
827.9577464788732,1240.894366197183,black
699.0,1251.127659574468,black
466.1857142857143,1261.1857142857143,black
612.5,1264.8732394366198,black
552.1857142857143,1273.8142857142857,black
1024.894366197183,1296.9577464788733,black
1094.055944055944,1298.3006993006993,black
730.5902777777778,1313.5902777777778,black
632.1398601398602,1319.4545454545455,black
436.8111888111888,1320.6153846153845,black
520.1056338028169,1377.9577464788733,black
366.36619718309856,1397.2323943661972,black
414.0845070422535,1445.661971830986,black
326.0198675496689,1521.1920529801325,black
1040.3793103448277,817.051724137931,cyan
1076.1857142857143,820.8142857142857,cyan
1142.894366197183,820.9577464788732,cyan
981.5454545454545,826.3076923076923,cyan
1174.0633802816901,839.5704225352113,cyan
1052.1267605633802,848.5,cyan
1083.5,850.8732394366198,cyan
1249.5915492957747,852.6830985915493,cyan
895.7985611510792,859.2302158273382,cyan
942.0780141843971,862.2907801418439,cyan
1152.8732394366198,862.5,cyan
