x,y,channel
1111.4345238095239,564.0,black
903.7058823529412,622.5,black
1211.5,643.3809523809524,black
1047.232142857143,662.4404761904761,black
1212.936416184971,687.1271676300578,black
771.464705882353,692.2176470588236,black
1044.6390532544378,719.8224852071006,black
844.5595238095239,768.2321428571429,black
935.9235294117647,767.6058823529412,black
732.4736842105264,776.8245614035088,black
1129.2738095238096,801.6369047619048,black
820.698224852071,865.396449704142,black
695.2941176470588,866.5,black
559.577380952381,877.577380952381,black
937.5,899.3809523809524,black
619.0,915.08,black
733.5777777777778,916.0222222222222,black
678.5,922.6190476190476,black
1039.5,929.3809523809524,black
833.422619047619,932.422619047619,black
749.9235294117647,958.3941176470588,black
585.0,985.6176470588235,black
791.5588235294117,1025.8529411764705,black
611.577380952381,1029.577380952381,black
932.9593023255813,1036.6744186046512,black
698.5588235294117,1038.8529411764705,black
837.9235294117647,1039.394117647059,black
562.1754385964912,1058.5263157894738,black
520.3786982248521,1073.4201183431953,black
679.5,1074.6190476190477,black
735.0514285714286,1110.0514285714285,black
590.1754385964912,1114.5263157894738,black
452.35928143712573,1119.682634730539,black
943.1988304093567,1130.719298245614,black
811.8830409356725,1139.7251461988303,black
625.4201183431952,1164.621301775148,black
691.8245614035088,1183.5263157894738,black
869.2941176470588,1187.5,black
576.5,1191.6190476190477,black
756.0941176470589,1212.6882352941177,black
693.203488372093,1227.2383720930231,black
809.9235294117647,1247.394117647059,black
581.4852071005918,1257.1005917159764,black
750.1271676300578,1261.936416184971,black
908.4852071005918,1275.8994082840236,black
776.0813953488372,1310.25,black
717.2815533980582,1325.1504854368932,black
622.7698744769874,1329.062761506276,black
838.5,1341.2941176470588,black
715.5,1416.6190476190477,black
633.422619047619,805.422619047619,cyan
773.0764705882353,813.3941176470588,cyan
618.859649122807,818.859649122807,cyan
810.7674418604652,825.8779069767442,cyan
694.4345238095239,833.0,cyan
779.7261904761905,832.6369047619048,cyan
834.698224852071,836.396449704142,cyan
653.0764705882353,859.6058823529412,cyan
612.0,886.6176470588235,cyan
574.5,907.6190476190476,cyan
857.5,914.6190476190476,cyan
913.9700598802395,914.5329341317365,cyan
781.5029585798817,925.6627218934912,cyan
564.0,937.08,cyan
862.5266272189349,939.2603550295858,cyan
512.3630952380952,945.2738095238095,cyan
871.080459770115,957.1666666666666,cyan
851.4970414201183,963.6627218934912,cyan
875.3255813953489,988.0406976744187,cyan
771.919540229885,1053.1666666666667,cyan
585.5,1067.6190476190477,cyan
855.1470588235294,1092.4411764705883,cyan
894.5266272189349,1101.2603550295858,cyan
840.577380952381,1113.577380952381,cyan
472.5,1144.7058823529412,cyan
840.5739644970414,1147.8934911242604,cyan
776.4260355029586,1176.8934911242604,cyan
526.0919540229885,1178.9597701149426,cyan
535.1637426900585,1208.2222222222222,cyan
555.4970414201183,1213.6627218934912,cyan
552.5,1244.3809523809523,cyan
666.8006644518273,1259.9235880398671,cyan
596.4670658682635,1278.0299401197606,cyan
575.4696132596686,1289.3038674033148,cyan
799.0714285714286,1289.547619047619,cyan
779.2941176470588,1327.5,cyan
665.531561461794,1355.1528239202657,cyan
722.422619047619,1355.422619047619,cyan
658.9485714285714,1373.0514285714285,cyan
678.8529411764706,1375.4411764705883,cyan
770.2476635514018,1384.1214953271028,cyan
704.7762711864407,683.9661016949152,red
683.6176470588235,685.0,red
1178.6190476190477,693.5,red
715.422619047619,698.577380952381,red
676.5,701.2941176470588,red
1161.0595238095239,706.5,red
691.6190476190476,707.5,red
1182.936416184971,720.1271676300578,red
1166.2748538011697,721.8830409356725,red
1150.0764705882352,729.3941176470588,red
1163.1411764705883,740.5,red
1179.5654761904761,743.0,red
1027.0355029585799,983.4082840236687,red
1049.2,984.6764705882352,red
1000.0,988.6608187134503,red
1010.0,1004.6176470588235,red
1035.0,1007.6608187134503,red
462.08092485549133,1022.9190751445087,red
1000.0,1023.0,red
1037.4011976047905,1029.251497005988,red
1019.8728323699422,1031.936416184971,red
449.70588235294116,1032.5,red
466.5266272189349,1045.2603550295858,red
451.3282208588957,1052.8680981595091,red
1029.3809523809523,544.5,magenta
1063.9190751445087,554.0809248554913,magenta
1185.2703862660944,571.2188841201717,magenta
986.0,583.3823529411765,magenta
922.9644970414201,586.5917159763313,magenta
1253.0764705882352,611.3941176470588,magenta
1055.0,619.5,magenta
781.92,629.0,magenta
1149.5654761904761,636.0,magenta
1203.3919413919414,641.5714285714286,magenta
1252.9235294117648,658.3941176470588,magenta
973.577380952381,666.422619047619,magenta
999.577380952381,668.577380952381,magenta
909.0635838150289,672.8728323699422,magenta
1125.6190476190477,684.5,magenta
787.6608187134503,705.0,magenta
1269.4345238095239,720.0,magenta
1119.6158536585365,731.4878048780488,magenta
1260.9235294117648,747.3941176470588,magenta
613.5,789.5,magenta
1213.719298245614,790.1988304093567,magenta
1200.9700598802394,798.5329341317365,magenta
1239.9700598802394,800.5329341317365,magenta
1057.8830409356726,804.5906432748538,magenta
1115.577380952381,806.422619047619,magenta
1197.0764705882352,835.3941176470588,magenta
983.577380952381,854.422619047619,magenta
1084.6190476190477,906.5,magenta
1161.3809523809523,906.5,magenta
976.577380952381,969.577380952381,magenta
470.96449704142015,980.4082840236687,magenta
471.9485714285714,1203.9485714285715,magenta
897.5,1352.2941176470588,magenta
806.0514285714286,1384.9485714285715,magenta
853.7278106508876,1396.319526627219,magenta
786.1504854368932,1427.2815533980583,magenta
676.2603550295858,871.4733727810651,green
770.0397727272727,875.0113636363636,green
631.577380952381,946.577380952381,green
763.0402298850574,961.9080459770115,green
637.0355029585799,989.4082840236687,green
852.9364161849711,997.1271676300578,green
706.4082840236687,1007.0355029585799,green
554.5,1009.3809523809524,green
676.2603550295858,1013.4733727810651,green
731.5,1013.3809523809524,green
737.5,1030.2941176470588,green
703.4201183431952,1030.621301775148,green
654.203488372093,1033.2383720930231,green
677.8529411764706,1040.4411764705883,green
735.8245614035088,1048.5263157894738,green
664.8934911242603,1052.4260355029585,green
712.9080459770115,1057.0402298850574,green
830.0714285714286,1066.547619047619,green
753.422619047619,1073.422619047619,green
708.2941176470588,1084.5,green
624.0,1089.6608187134502,green
688.203488372093,1095.2383720930231,green
662.8779069767442,1100.2325581395348,green
731.4520547945206,1104.0502283105022,green
764.5,1115.7058823529412,green
648.6369047619048,1117.2738095238096,green
696.3941176470588,1120.0764705882352,green
688.3809523809524,1137.5,green
565.5,1138.3809523809523,green
799.0514285714286,1139.0514285714285,green
721.9058823529411,1146.6882352941177,green
664.2603550295858,1148.473372781065,green
723.5,1179.5,green
588.5,1201.0595238095239,green
793.0919540229885,1219.9597701149426,green
637.577380952381,1223.422619047619,green
767.6917808219179,1286.1986301369864,green
678.5739644970414,1324.8934911242604,green
498.9597701149425,1239.9080459770114,yellow
470.70588235294116,1246.5,yellow
500.79510703363917,1277.3058103975536,yellow
516.6058823529412,1313.9235294117648,yellow
543.0,1316.3760330578511,yellow
550.5,1349.2941176470588,yellow
