x,y,channel
1359.4699331848553,367.79287305122494,black
1261.3180076628353,428.31800766283527,black
1229.1884615384615,507.3884615384615,black
1279.3346153846153,574.7692307692307,black
1161.4182509505704,604.3231939163499,black
1192.2824427480916,634.5419847328244,black
1106.3931297709923,688.6526717557252,black
1222.8937007874015,713.0,black
992.0344827586207,785.2758620689655,black
1167.1544401544402,786.3822393822394,black
1117.6858237547892,816.383141762452,black
874.4674329501916,839.3716475095786,black
1011.5252918287938,851.5252918287938,black
932.6115384615384,867.8115384615385,black
1169.853281853282,874.2818532818533,black
1251.5325670498084,881.0114942528736,black
797.8643410852713,946.6472868217054,black
1082.3716475095785,948.5325670498084,black
1251.5610687022902,953.2290076335878,black
991.3846153846154,954.2461538461539,black
838.2290076335878,994.5610687022901,black
703.5325670498084,1008.3716475095786,black
1287.5916030534352,1009.2900763358779,black
922.2091254752852,1012.5323193916349,black
1056.05859375,1029.86328125,black
1150.3359073359072,1038.1042471042472,black
990.7692307692307,1045.6653846153847,black
631.7709923664122,1072.4389312977098,black
796.6589147286821,1074.0697674418604,black
1221.3410852713178,1089.0697674418604,black
947.9346153846154,1101.4153846153847,black
724.3088803088804,1108.084942084942,black
859.6115384615384,1126.8115384615385,black
1059.5,1127.8030303030303,black
663.2307692307693,1131.6653846153847,black
1341.4083969465648,1138.7099236641222,black
555.7441860465116,1143.8294573643411,black
1221.4503816793892,1161.820610687023,black
741.7099236641221,1175.4083969465648,black
956.2290076335878,1200.5610687022902,black
775.2900763358779,1215.4083969465648,black
617.4389312977099,1217.2290076335878,black
889.4503816793894,1219.820610687023,black
1259.6819923371647,1221.6819923371647,black
1427.2884615384614,1233.7,black
1139.5172413793102,1245.0996168582376,black
492.3231939163498,1247.4182509505704,black
1343.2290076335878,1251.4389312977098,black
380.2567049808429,1262.5823754789271,black
822.1556420233463,1262.8443579766538,black
974.5,1266.6153846153845,black
715.4083969465648,1275.2900763358778,black
1535.1115384615384,1301.45,black
298.2818532818533,1304.146718146718,black
428.57142857142856,1306.5714285714287,black
890.9302325581396,1308.6589147286822,black
1059.12890625,1309.1328125,black
1412.7441860465117,1322.1705426356589,black
1203.179389312977,1334.4503816793892,black
1604.5496183206108,1334.820610687023,black
632.2290076335878,1335.5610687022902,black
501.6177606177606,1338.8455598455598,black
1140.4083969465648,1350.7099236641222,black
1461.5,1354.9307692307693,black
970.7451737451737,1356.3088803088804,black
1546.7876447876447,1356.6949806949806,black
1347.2123552123553,1367.6949806949806,black
903.6177606177606,1368.1544401544402,black
342.4083969465649,1369.7099236641222,black
777.8643410852713,1369.3527131782946,black
1059.5,1369.4496124031007,black
243.03474903474904,1372.6602316602316,black
1626.6038461538462,1374.5576923076924,black
1566.6472868217054,1385.1356589147288,black
1721.8443579766538,1403.1556420233462,black
1789.4770992366412,1424.8664122137404,black
1035.746153846154,891.2538461538461,cyan
1132.2790697674418,896.7635658914729,cyan
993.7545565006076,905.7108140947752,cyan
1068.7548638132296,901.7548638132296,cyan
941.9307692307692,903.5,cyan
876.8996138996139,919.4169884169884,cyan
1094.6420233463034,920.1011673151751,cyan
1161.647509578544,922.2605363984675,cyan
945.7908745247148,927.5323193916349,cyan
910.1969696969697,929.5,cyan
858.5610687022901,952.7709923664122,cyan
1160.3884615384616,955.8115384615385,cyan
1191.8007662835248,955.4214559386974,cyan
820.3180076628353,965.6819923371647,cyan
794.6640926640927,995.1042471042471,cyan
1195.105882352941,997.1058823529412,cyan
777.8643410852713,1011.6472868217054,cyan
1211.7908745247148,1017.5323193916349,cyan
734.5496183206106,1033.820610687023,cyan
1196.4169884169885,1050.100386100386,cyan
720.4169884169884,1070.100386100386,cyan
1204.7376425855514,1076.5703422053232,cyan
1172.4083969465648,1108.7099236641222,cyan
721.4083969465648,1118.2900763358778,cyan
1156.4176245210729,1120.2567049808429,cyan
